Filer_ID,Filer_NamL,Rpt_ID_Num,e_filing_id,orig_e_filing_id,Rpt_Date,Amount,Exp_Date,Expn_Dscr,Supp_Opp_Cd,Cand_NamL
811267,San Diego Police Officers Assn. Political Action Committee,101520-PS,193599061,193599061,20201016,2279.75,20201015,Mailer,SUPPORT,Paul Starita
811267,San Diego Police Officers Assn. Political Action Committee,100920-SW,193432752,193432752,20201009,22022.88,20201008,Mailer,SUPPORT,Stephen Whitburn
811267,San Diego Police Officers Assn. Political Action Committee,100920-SW,193615545,193432752,20201017,18425.79,20201008,Mailer,SUPPORT,Stephen Whitburn
811267,San Diego Police Officers Assn. Political Action Committee,102020-SW,193703101,193703101,20201020,12134.21,20201020,Mailer,SUPPORT,Stephen Whitburn
811267,San Diego Police Officers Assn. Political Action Committee,100920-RC,193432807,193432807,20201009,24132.67,20201008,Mailer,SUPPORT,Raul Campillo
811267,San Diego Police Officers Assn. Political Action Committee,100920-RC,193615470,193432807,20201017,20178.51,20201008,Mailer,SUPPORT,Raul Campillo
811267,San Diego Police Officers Assn. Political Action Committee,101520-ME,193598957,193598957,20201016,3419.62,20201015,Mailer,SUPPORT,Mara Elliot
811267,San Diego Police Officers Assn. Political Action Committee,020420-CJM,186219997,186219997,20200204,1292.1,20200203,Mailer,SUPPORT,C.J. Mody
811267,San Diego Police Officers Assn. Political Action Committee,020420-AB,186219364,186219364,20200204,10327.19,20200203,Mailer,SUPPORT,Aaron Brennan
811267,San Diego Police Officers Assn. Political Action Committee,100920-WM,193432863,193432863,20201009,23595.34,20201008,Mailer,SUPPORT,Will Moore
811267,San Diego Police Officers Assn. Political Action Committee,100920-WM,193615409,193432863,20201017,19738.85,20201008,Mailer,SUPPORT,Will Moore
811267,San Diego Police Officers Assn. Political Action Committee,101520-TG,193598894,193598894,20201016,5699.37,20201015,Mailer,SUPPORT,Todd Gloria
811267,San Diego Police Officers Assn. Political Action Committee,101520-TG,193598894,193598894,20201016,250.0,20201015,Polling & Research,SUPPORT,Todd Gloria
811267,San Diego Police Officers Assn. Political Action Committee,020420-SW,186219411,186219411,20200204,16072.56,20200203,Mailer,SUPPORT,Stephen Whitburn
811267,San Diego Police Officers Assn. Political Action Committee,020420-MI,186220107,186220107,20200204,1292.1,20200203,Mailer,SUPPORT,Michelle Ialeggio
811267,San Diego Police Officers Assn. Political Action Committee,010220-AB,184902695,184902695,20200102,1440.5,20200102,Signs,SUPPORT,Aaron Brennan
811267,San Diego Police Officers Assn. Political Action Committee,010220-AB,184902695,184902695,20200102,1110.0,20200102,Sign Placement,SUPPORT,Aaron Brennan
811267,San Diego Police Officers Assn. Political Action Committee,020420-TG,186219486,186219486,20200204,13084.19,20200203,Mailer,SUPPORT,Todd Gloria
811267,San Diego Police Officers Assn. Political Action Committee,020420-ME,186220239,186220239,20200204,2584.21,20200203,Mailer,SUPPORT,Mara Elliot
